Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Founded Year,Total Raised ($B),Financial Stage,Investors Count
BioPulse6,1.61,2016-03-15,United States,San Francisco,Health,"Insight Partners, Founders Fund, Index Ventures, Lightspeed Venture Partners",2006,0.717,Series F,8
NexWave51,1.85,2016-03-13,United States,Austin,Fintech,"Alibaba Group, General Atlantic",2005,0.248,Series C,4
Block Networks72,7.77,2016-03-11,India,Gurugram,E-commerce & direct-to-consumer,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",2007,1.976,Pre-IPO,18
OmniCore,2.89,2016-03-02,United States,San Francisco,Health,"Tiger Global Management, Founders Fund, General Atlantic, SoftBank Group",2007,1.289,Pre-IPO,4
Vertex Dynamics,6.25,2016-02-29,United Kingdom,Oxford,Fintech,"Founders Fund, Lightspeed Venture Partners, Tiger Global Management",2009,2.829,Series F,10
AutoZenith53,8.04,2016-02-25,South Korea,Seoul,Auto & transportation,Accel,2010,3.442,Series D,1
BioCore,2.63,2016-02-23,Australia,Sydney,E-commerce & direct-to-consumer,"Alibaba Group, Thrive Capital, Founders Fund",2007,1.04,Series E,6
SmartStream,1.44,2016-02-15,Brazil,Curitiba,E-commerce & direct-to-consumer,"Accel, Bessemer Venture Partners, Khosla Ventures",2012,0.592,Series B,8
Data Labs98,1.65,2016-02-01,United States,Chicago,Cybersecurity,"Index Ventures, Coatue Management",2007,0.41,Series D,17
CloudWave67,26.07,2016-01-19,Australia,Melbourne,Health,"Sequoia Capital, Index Ventures, Coatue Management, Accel",2008,9.181,Series F,17
BioZenith33,1.22,2016-01-14,United States,Boston,E-commerce & direct-to-consumer,"Thrive Capital, Benchmark",2008,0.516,Series D,10
Shift AI94,2.01,2016-01-13,United States,New York,E-commerce & direct-to-consumer,"Khosla Ventures, Coatue Management, Andreessen Horowitz",2007,0.906,Series E,11
NovaMind4,8.95,2016-01-10,United States,Seattle,Internet software & services,"Thrive Capital, Alibaba Group, Lightspeed Venture Partners",2009,2.492,Series B,4
PayMind,2.94,2015-12-31,Japan,Tokyo,Internet software & services,"New Enterprise Associates, SoftBank Group",2008,0.646,Series D,11
AutoForge51,1.77,2015-12-27,United States,Seattle,Fintech,Founders Fund,2009,0.49,Series C,2
TechStream,1.56,2015-12-25,United States,San Francisco,Cybersecurity,"Founders Fund, Sequoia Capital",2009,0.522,Series D,14
MetaSpace88,1.09,2015-12-25,United States,Boston,Internet software & services,"New Enterprise Associates, Coatue Management, Accel",2003,0.17,Series D,9
BioLink96,7.78,2015-12-23,Canada,Vancouver,Internet software & services,"Khosla Ventures, Bessemer Venture Partners",2010,3.885,Pre-IPO,10
Health Group64,2.78,2015-12-20,United States,Austin,Fintech,"Alibaba Group, General Atlantic",2009,0.849,Series E,2
MetaForge71,2.37,2015-12-18,United States,San Francisco,Health,"Google Ventures, Coatue Management",2012,1.0,Series E,6
Link Hub97,5.58,2015-12-15,Sweden,Stockholm,Artificial intelligence,"Thrive Capital, Insight Partners, Sequoia Capital, Coatue Management",2007,0.595,Series D,15
Flowio,1.58,2015-12-13,China,Shanghai,Artificial intelligence,SoftBank Group,2003,0.292,Series E,11
Mind Base39,1.27,2015-12-06,United States,Palo Alto,E-commerce & direct-to-consumer,Sequoia Capital,2009,0.563,Series E,7
Bio Technologies80,2.35,2015-11-24,Canada,Montreal,Travel,SoftBank Group,2005,0.798,Series D,6
Nexio91,2.26,2015-11-20,Israel,Jerusalem,Fintech,Coatue Management,2004,0.303,Series F,2
Finio7,1.4,2015-11-18,Israel,Tel Aviv,Internet software & services,"Thrive Capital, General Atlantic, Tencent Holdings",2012,0.527,Series C,12
Fin Group54,2.37,2015-11-18,United Kingdom,Cambridge,Artificial intelligence,Sequoia Capital,2003,0.301,Series E,9
Bio Labs,2.21,2015-11-13,United States,Austin,Internet software & services,"General Atlantic, DST Global",2007,0.517,Series C,5
TechStream95,2.07,2015-10-26,South Korea,Seoul,Other,DST Global,2004,0.303,Series D,8
Block Group29,8.26,2015-10-21,United Kingdom,London,Internet software & services,"Insight Partners, General Atlantic, Andreessen Horowitz, Google Ventures",2008,2.114,Series D,17
Bioify46,9.71,2015-10-20,Singapore,Singapore,Internet software & services,"Google Ventures, Alibaba Group, Tencent Holdings",2011,2.258,Private Equity,6
AeroCore28,6.06,2015-10-18,United States,Boston,Cybersecurity,"Kleiner Perkins Caufield & Byers, Thrive Capital, Andreessen Horowitz",2003,1.572,Pre-IPO,8
Payify91,9.39,2015-10-17,United States,Seattle,Artificial intelligence,"General Atlantic, Tencent Holdings, SoftBank Group",2004,2.241,Series D,12
Pay Systems,1.7,2015-10-10,United States,San Francisco,Artificial intelligence,General Atlantic,2010,0.408,Series B,10
Pulse Hub,3.26,2015-10-01,Germany,Berlin,E-commerce & direct-to-consumer,"Accel, Andreessen Horowitz, Google Ventures, DST Global",2010,1.547,Series D,13
Vertex Solutions63,2.46,2015-09-26,China,Shenzhen,Internet software & services,"Kleiner Perkins Caufield & Byers, Thrive Capital, Google Ventures, Lightspeed Venture Partners",2003,0.592,Series C,17
Gridly61,2.36,2015-09-19,United States,Los Angeles,E-commerce & direct-to-consumer,Alibaba Group,2012,0.586,Series D,14
Pulseify77,1.22,2015-09-17,United States,Los Angeles,"Supply chain, logistics, & delivery",Kleiner Perkins Caufield & Byers,2011,0.238,Pre-IPO,11
Aero Technologies43,9.22,2015-09-11,China,Shenzhen,Fintech,Tencent Holdings,2008,4.023,Series D,11
Pulse Systems89,2.77,2015-09-07,United States,Seattle,Artificial intelligence,"Benchmark, Andreessen Horowitz, Coatue Management",2009,0.905,Series C,11
Meta Group70,2.11,2015-09-01,China,Shenzhen,Cybersecurity,"Greylock Partners, SoftBank Group, DST Global",2005,0.833,Series C,18
PaySpace60,2.42,2015-09-01,Indonesia,Jakarta,E-commerce & direct-to-consumer,"DST Global, General Atlantic, Y Combinator, Google Ventures",2003,0.871,Series D,10
BioVertex77,2.98,2015-08-25,Singapore,Singapore,"Supply chain, logistics, & delivery","SoftBank Group, Bessemer Venture Partners, Founders Fund",2006,1.106,Series E,7
MetaPulse62,9.52,2015-08-20,United States,New York,E-commerce & direct-to-consumer,"Khosla Ventures, General Atlantic",2003,3.002,Pre-IPO,3
Shift AI,2.55,2015-08-09,United Kingdom,Oxford,Fintech,"Coatue Management, Andreessen Horowitz, Sequoia Capital",2010,0.743,Series D,10
Nex Hub,2.6,2015-08-04,Australia,Melbourne,Internet software & services,"Lightspeed Venture Partners, Google Ventures, Founders Fund, New Enterprise Associates",2012,1.256,Series C,18
AeroFlow89,1.28,2015-08-01,China,Hangzhou,Health,Kleiner Perkins Caufield & Byers,2011,0.22,Series C,5
Gridly6,2.82,2015-07-25,United Kingdom,Oxford,Data management & analytics,"Insight Partners, Khosla Ventures",2005,1.326,Series C,4
PayGrid99,1.74,2015-07-23,United Kingdom,Cambridge,Travel,Alibaba Group,2005,0.585,Series C,12
Cloudly,1.23,2015-07-21,United States,Boston,Artificial intelligence,"Accel, Sequoia Capital",2012,0.154,Series E,14
Shift Technologies66,1.84,2015-07-20,United Kingdom,Oxford,Internet software & services,"Accel, Lightspeed Venture Partners, Tencent Holdings, Andreessen Horowitz",2012,0.278,Series C,17
Autoio61,1.43,2015-07-18,United States,San Francisco,Edtech,"Andreessen Horowitz, Alibaba Group, Greylock Partners, DST Global",2009,0.174,Series B,4
Smart Hub9,1.34,2015-07-13,United States,Seattle,Internet software & services,Y Combinator,2008,0.481,Series F,16
CyberWave69,2.12,2015-07-12,India,Gurugram,Artificial intelligence,"SoftBank Group, Bessemer Venture Partners",2003,0.415,Series E,3
SmartPulse,3.53,2015-06-20,China,Shanghai,Internet software & services,"Founders Fund, Alibaba Group, Insight Partners, Y Combinator",2008,0.611,Series E,10
TechSpace8,2.11,2015-06-14,United States,Chicago,Internet software & services,"Google Ventures, Benchmark, Andreessen Horowitz, Lightspeed Venture Partners",2006,0.996,Series B,6
Mindio,2.28,2015-06-06,United States,Austin,Internet software & services,"Khosla Ventures, Bessemer Venture Partners, Greylock Partners, Accel",2005,0.693,Series C,18
Shift Dynamics30,4.68,2015-06-05,United States,San Francisco,Other,Lightspeed Venture Partners,2004,1.502,Series D,11
Omniify26,2.54,2015-05-31,United States,Palo Alto,"Supply chain, logistics, & delivery","Google Ventures, Thrive Capital, Index Ventures, Founders Fund",2010,0.893,Series E,5
Fin Dynamics56,1.11,2015-05-28,United States,Seattle,Data management & analytics,"SoftBank Group, Andreessen Horowitz, Coatue Management",2006,0.436,Series C,16
Shift Solutions84,2.18,2015-05-19,United Kingdom,Cambridge,Fintech,"Andreessen Horowitz, Benchmark, Index Ventures",2012,1.052,Series C,18
Auto Technologies,2.02,2015-05-16,Brazil,Curitiba,Cybersecurity,"Coatue Management, Tencent Holdings, Lightspeed Venture Partners",2011,0.32,Series D,9
Novaio59,1.24,2015-05-04,United States,Seattle,Fintech,"SoftBank Group, Tencent Holdings, Andreessen Horowitz, Greylock Partners",2012,0.466,Private Equity,6
Bio Dynamics22,1.2,2015-04-18,United States,Seattle,Artificial intelligence,Sequoia Capital,2004,0.225,Series E,12
Mind Networks70,1.53,2015-04-09,United States,Austin,Health,General Atlantic,2005,0.466,Series D,5
Forgely,1.21,2015-04-08,United States,Austin,Auto & transportation,"Kleiner Perkins Caufield & Byers, Tiger Global Management, Google Ventures, Index Ventures",2007,0.228,Series B,9
DataSpace11,8.44,2015-03-31,United States,San Francisco,E-commerce & direct-to-consumer,"General Atlantic, Google Ventures, Benchmark",2007,1.869,Series D,13
Flow Systems51,8.08,2015-03-18,Indonesia,Jakarta,E-commerce & direct-to-consumer,"Google Ventures, Khosla Ventures, Kleiner Perkins Caufield & Byers",2005,2.193,Series E,6
Fin Networks,2.1,2015-03-13,United States,New York,Fintech,"Kleiner Perkins Caufield & Byers, New Enterprise Associates, Insight Partners",2005,1.008,Series D,14
Core Group74,2.46,2015-03-01,United States,Los Angeles,Artificial intelligence,"General Atlantic, Alibaba Group",2003,0.578,Pre-IPO,14
Pay Hub,4.46,2015-02-26,United Kingdom,London,Health,"Benchmark, Google Ventures, Insight Partners, Y Combinator",2011,0.612,Series D,9
Vertex Hub29,4.65,2015-02-23,United States,San Francisco,Internet software & services,"Sequoia Capital, Alibaba Group",2004,1.347,Series D,6
Stream Networks,2.13,2015-02-22,United States,Chicago,Auto & transportation,"Insight Partners, Thrive Capital, Khosla Ventures",2007,0.416,Pre-IPO,15
PayGrid37,1.12,2015-02-21,China,Hangzhou,Internet software & services,"Google Ventures, Greylock Partners",2010,0.379,Series D,13
Forge Dynamics65,26.61,2015-02-19,United States,Seattle,Internet software & services,"Index Ventures, Founders Fund, SoftBank Group, Benchmark",2011,4.159,Series C,11
Cloudio,1.8,2015-02-17,Japan,Tokyo,Artificial intelligence,Tiger Global Management,2004,0.335,Series E,14
NexGrid97,2.08,2015-02-09,China,Shenzhen,Internet software & services,"Thrive Capital, DST Global",2006,0.865,Series F,12
Link Dynamics81,2.18,2015-02-03,United States,Chicago,Internet software & services,"Khosla Ventures, Bessemer Venture Partners, Index Ventures",2010,0.656,Series E,12
Flow Dynamics,2.72,2015-01-25,United States,Boston,E-commerce & direct-to-consumer,"SoftBank Group, Khosla Ventures, Kleiner Perkins Caufield & Byers, Benchmark",2007,1.022,Series B,4
Shift Base49,1.37,2015-01-24,Brazil,Curitiba,Health,"Lightspeed Venture Partners, Khosla Ventures, Benchmark, SoftBank Group",2011,0.227,Pre-IPO,8
OmniZenith,9.53,2015-01-24,United States,Seattle,Health,"Insight Partners, SoftBank Group",2010,1.657,Series C,10
CyberMind15,3.98,2015-01-19,United States,Seattle,Fintech,"Greylock Partners, Sequoia Capital",2005,1.649,Series E,4
Data AI,26.72,2015-01-06,Germany,Berlin,Health,"Y Combinator, Andreessen Horowitz, Accel",2005,8.219,Series E,17
NexGrid,1.35,2015-01-02,United States,San Francisco,Data management & analytics,Benchmark,2007,0.641,Series C,15
Vertex Systems,1.52,2015-01-01,United States,Austin,Internet software & services,"Insight Partners, Founders Fund, Benchmark, General Atlantic",2010,0.24,Series F,10
Grid Dynamics,7.74,2014-12-27,China,Guangzhou,Internet software & services,"SoftBank Group, Benchmark",2009,3.712,Series C,7
Payify48,1.34,2014-12-14,United States,Austin,E-commerce & direct-to-consumer,"Accel, SoftBank Group, Tencent Holdings, New Enterprise Associates",2005,0.39,Series E,6
Bio Hub,1.27,2014-12-10,United States,San Francisco,Fintech,"Insight Partners, Andreessen Horowitz",2008,0.144,Series C,3
OmniSpace,8.11,2014-11-25,China,Shenzhen,Cybersecurity,"Index Ventures, Lightspeed Venture Partners, SoftBank Group",2011,2.086,Series D,18
PayFlow38,4.35,2014-11-25,Germany,Berlin,Internet software & services,Accel,2003,1.363,Series D,3
Space Dynamics,1.05,2014-11-22,United States,Chicago,Auto & transportation,Bessemer Venture Partners,2002,0.434,Series C,13
Shiftio,2.47,2014-11-15,India,Bengaluru,Fintech,"Khosla Ventures, Lightspeed Venture Partners, Thrive Capital",2002,0.66,Series D,17
Zenithio14,1.11,2014-11-04,Germany,Berlin,Internet software & services,Coatue Management,2007,0.153,Series F,3
Cloud AI,2.72,2014-10-26,China,Shenzhen,Health,"Google Ventures, Greylock Partners, Alibaba Group, DST Global",2007,0.969,Series D,6
Forge Solutions,2.43,2014-10-16,United States,Austin,E-commerce & direct-to-consumer,DST Global,2005,0.752,Pre-IPO,1
TechGrid,2.87,2014-10-11,Israel,Jerusalem,Artificial intelligence,"Sequoia Capital, New Enterprise Associates, Greylock Partners, Kleiner Perkins Caufield & Byers",2007,0.902,Series D,13
Health Technologies57,7.01,2014-10-07,United States,San Francisco,Internet software & services,"Coatue Management, Greylock Partners, Thrive Capital, Sequoia Capital",2008,2.291,Series C,4
Stream Base41,11.14,2014-10-06,China,Hangzhou,Fintech,"Tencent Holdings, Greylock Partners, DST Global, Sequoia Capital",2006,5.292,Series C,7
TechVertex,2.74,2014-10-06,United States,Austin,Auto & transportation,Insight Partners,2006,0.702,Private Equity,8
Space AI61,1.58,2014-10-05,United States,New York,Artificial intelligence,"Alibaba Group, Thrive Capital, General Atlantic, Google Ventures",2005,0.599,Series D,7
Block Base42,2.33,2014-09-25,France,Paris,Consumer & retail,"Index Ventures, Y Combinator, Tencent Holdings, Accel",2007,0.444,Series C,15
Block Labs49,1.35,2014-09-22,United States,Seattle,Fintech,Lightspeed Venture Partners,2007,0.401,Series D,2
Zenithify93,1.04,2014-09-22,United States,New York,E-commerce & direct-to-consumer,"Bessemer Venture Partners, Index Ventures, Tiger Global Management",2005,0.477,Series E,5
Wave Group86,2.84,2014-09-16,United States,Seattle,Hardware,"Coatue Management, General Atlantic",2005,1.068,Series F,15
Vertex Solutions,7.69,2014-09-09,United States,New York,Other,"Kleiner Perkins Caufield & Byers, Alibaba Group, Sequoia Capital, Index Ventures",2009,3.695,Series D,14
Auto Group21,1.76,2014-08-29,United Kingdom,Oxford,Data management & analytics,"Coatue Management, Index Ventures, Khosla Ventures, Bessemer Venture Partners",2010,0.877,Series C,7
PayVertex83,1.57,2014-08-24,United States,Boston,Fintech,Coatue Management,2011,0.536,Series E,6
Tech Networks54,2.71,2014-08-24,Brazil,Curitiba,Fintech,"Index Ventures, Tiger Global Management, Greylock Partners",2007,0.52,Private Equity,5
Tech Systems74,1.76,2014-08-24,Australia,Sydney,Internet software & services,Thrive Capital,2009,0.497,Series C,10
Link AI9,1.55,2014-08-22,United States,Austin,Internet software & services,"Google Ventures, SoftBank Group, Lightspeed Venture Partners, Khosla Ventures",2007,0.462,Series F,9
NovaCore3,15.49,2014-08-20,China,Shenzhen,Auto & transportation,Tencent Holdings,2008,2.648,Series D,1
Stream Solutions11,4.56,2014-08-17,United States,New York,Internet software & services,"Accel, Kleiner Perkins Caufield & Byers, Founders Fund",2007,1.283,Series D,5
Fin Systems,1.24,2014-08-11,China,Hangzhou,Auto & transportation,Thrive Capital,2008,0.442,Series E,1
Aero AI24,1.06,2014-07-30,United States,Boston,Auto & transportation,"Y Combinator, Alibaba Group, Accel",2003,0.437,Series E,10
NexFlow21,1.67,2014-07-29,United States,New York,Fintech,"Alibaba Group, Index Ventures",2009,0.479,Series D,7
Bioify41,1.21,2014-07-28,United States,Chicago,Fintech,"Google Ventures, Accel",2010,0.386,Series E,4
Metaly,9.57,2014-07-24,Sweden,Stockholm,Artificial intelligence,"Andreessen Horowitz, Benchmark",2005,3.689,Series D,5
HealthWave,2.21,2014-07-24,China,Guangzhou,Fintech,"Lightspeed Venture Partners, Khosla Ventures, Kleiner Perkins Caufield & Byers, General Atlantic",2005,1.04,Series D,15
Data AI93,7.42,2014-07-07,United States,New York,Artificial intelligence,"Google Ventures, Founders Fund, Lightspeed Venture Partners, Bessemer Venture Partners",2004,0.844,Series F,13
TechMind24,7.33,2014-07-04,United States,Chicago,Other,"Alibaba Group, Coatue Management",2011,3.372,Series E,9
Meta Dynamics,2.63,2014-06-30,France,Paris,"Supply chain, logistics, & delivery","Coatue Management, New Enterprise Associates",2005,0.513,Series C,11
Cloud Networks88,1.21,2014-06-22,United States,New York,Cybersecurity,"Thrive Capital, SoftBank Group, Coatue Management",2005,0.51,Series F,3
Space Systems90,1.63,2014-06-14,United States,Palo Alto,Auto & transportation,"Insight Partners, Bessemer Venture Partners",2007,0.611,Series D,6
Mindio78,8.06,2014-06-12,United States,Palo Alto,Other,"SoftBank Group, Lightspeed Venture Partners, Accel",2010,3.925,Series D,17
FinSpace91,1.91,2014-06-09,United States,Boston,Fintech,"DST Global, Benchmark, Founders Fund",2007,0.762,Series D,14
Tech Group,3.43,2014-06-07,United Kingdom,Cambridge,E-commerce & direct-to-consumer,Andreessen Horowitz,2002,0.997,Pre-IPO,6
Fin Technologies43,1.69,2014-06-05,United States,San Francisco,Cybersecurity,Khosla Ventures,2005,0.277,Series F,6
Health Dynamics65,1.72,2014-06-02,United States,Los Angeles,Internet software & services,"Benchmark, Greylock Partners",2008,0.564,Series E,6
Zenith Hub94,1.3,2014-05-24,United States,Los Angeles,Edtech,"DST Global, Founders Fund",2010,0.542,Series D,15
AutoFlow,9.33,2014-05-23,United States,Boston,Fintech,"Founders Fund, DST Global",2003,2.091,Series F,12
Space Networks51,9.68,2014-05-17,United Kingdom,London,Cybersecurity,"Andreessen Horowitz, Index Ventures, Khosla Ventures",2010,2.309,Series D,17
NexLink,5.17,2014-04-26,United States,New York,Cybersecurity,"Sequoia Capital, Alibaba Group, Insight Partners, Index Ventures",2002,2.139,Series E,11
Pay Dynamics,38.71,2014-04-11,United States,Boston,E-commerce & direct-to-consumer,"Coatue Management, Greylock Partners",2006,18.389,Series D,10
Forgeify59,1.84,2014-04-09,China,Guangzhou,Fintech,"General Atlantic, Sequoia Capital, Khosla Ventures, DST Global",2002,0.2,Series C,14
BioBlock,2.3,2014-03-28,Israel,Jerusalem,Fintech,"Insight Partners, Tiger Global Management",2010,0.359,Series E,8
CloudPulse,2.62,2014-03-22,China,Shanghai,Artificial intelligence,"Coatue Management, Tiger Global Management, Lightspeed Venture Partners",2006,0.496,Series D,12
Block Technologies66,4.43,2014-03-20,China,Beijing,Fintech,Google Ventures,2010,1.759,Series E,7
Space Networks88,1.97,2014-03-16,China,Hangzhou,Health,"Andreessen Horowitz, Index Ventures, Greylock Partners, General Atlantic",2010,0.673,Series E,18
Dataio,1.55,2014-03-07,United States,Palo Alto,"Supply chain, logistics, & delivery","Greylock Partners, Sequoia Capital",2002,0.279,Series E,3
Tech Systems90,2.39,2014-03-05,United States,Los Angeles,Health,"SoftBank Group, Andreessen Horowitz, Bessemer Venture Partners",2004,0.807,Series C,5
Auto Group3,11.82,2014-02-10,China,Guangzhou,"Supply chain, logistics, & delivery","DST Global, SoftBank Group, Lightspeed Venture Partners",2005,2.227,Series D,17
DataBlock20,2.43,2014-01-29,China,Guangzhou,Health,"Greylock Partners, DST Global, Lightspeed Venture Partners",2004,0.779,Series C,15
SmartSpace,27.76,2014-01-11,United States,Seattle,Edtech,Coatue Management,2007,6.857,Series D,8
PayBlock,1.95,2014-01-08,United States,Boston,Edtech,Index Ventures,2003,0.713,Series F,11
Blockly10,134.79,2014-01-08,Canada,Toronto,"Supply chain, logistics, & delivery","Tiger Global Management, General Atlantic",2009,19.591,Series C,16
CyberFlow88,36.89,2014-01-08,China,Guangzhou,E-commerce & direct-to-consumer,"Benchmark, Alibaba Group",2005,17.015,Series D,5
Grid AI,1.27,2014-01-05,United States,San Francisco,Artificial intelligence,"Founders Fund, Bessemer Venture Partners, Google Ventures, Benchmark",2006,0.346,Private Equity,8
Health AI86,2.38,2013-12-22,China,Hangzhou,Fintech,"Y Combinator, Founders Fund, Bessemer Venture Partners",2006,0.637,Series C,8
SmartBlock87,6.42,2013-12-17,United States,San Francisco,Hardware,"New Enterprise Associates, Google Ventures",2008,2.747,Series E,17
MetaForge52,2.55,2013-12-08,United States,Los Angeles,Fintech,Google Ventures,2006,0.965,Series E,15
MetaVertex26,6.83,2013-12-06,United States,Palo Alto,E-commerce & direct-to-consumer,"Sequoia Capital, Greylock Partners",2010,1.32,Series C,13
Smart Base36,8.96,2013-12-05,United States,Los Angeles,Internet software & services,"Tiger Global Management, DST Global",2001,1.129,Series E,14
Forge Systems6,2.78,2013-11-26,India,Bengaluru,Fintech,"Greylock Partners, Y Combinator, Accel, Khosla Ventures",2003,1.121,Series E,11
Flow Hub74,1.76,2013-11-22,Indonesia,Jakarta,Cybersecurity,"Google Ventures, Andreessen Horowitz, Khosla Ventures, Thrive Capital",2006,0.667,Series C,14
MetaLink19,4.58,2013-11-22,United States,San Francisco,Artificial intelligence,Google Ventures,2007,1.152,Series D,4
Novaify81,9.04,2013-11-12,Germany,Munich,E-commerce & direct-to-consumer,"Thrive Capital, Benchmark",2006,4.293,Series D,15
HealthCore63,2.66,2013-10-28,India,New Delhi,Health,"Benchmark, Bessemer Venture Partners, Alibaba Group",2009,0.466,Series E,17
Zenith Solutions,1.71,2013-10-19,United States,Seattle,Fintech,Bessemer Venture Partners,2008,0.536,Series D,8
Bio Solutions45,1.89,2013-10-08,United States,New York,E-commerce & direct-to-consumer,"Benchmark, Greylock Partners",2003,0.407,Series E,15
Flowly,2.77,2013-10-08,United States,Boston,Other,Alibaba Group,2001,0.889,Series D,14
NovaWave26,1.84,2013-09-30,Canada,Toronto,Artificial intelligence,"Insight Partners, Thrive Capital, Tiger Global Management",2007,0.89,Series D,6
Shift Systems36,2.91,2013-09-29,United States,Chicago,Internet software & services,"Benchmark, DST Global, Greylock Partners",2002,1.393,Series F,9
PayWave44,1.63,2013-09-10,United States,Chicago,Internet software & services,"Google Ventures, Tencent Holdings, Alibaba Group",2002,0.529,Private Equity,13
Core Systems80,1.4,2013-09-01,United States,Chicago,E-commerce & direct-to-consumer,"Thrive Capital, Google Ventures",2002,0.382,Series E,16
BioZenith,14.58,2013-08-26,Indonesia,Jakarta,Data management & analytics,"Kleiner Perkins Caufield & Byers, Tiger Global Management",2007,6.542,Series C,3
Omni Labs98,2.19,2013-08-25,United States,Palo Alto,Internet software & services,"Alibaba Group, Bessemer Venture Partners, Greylock Partners",2008,0.586,Series C,8
AutoForge13,2.64,2013-08-20,China,Guangzhou,Fintech,"Bessemer Venture Partners, DST Global, Andreessen Horowitz",2002,0.914,Series C,14
SmartMind42,1.59,2013-08-16,Germany,Berlin,Internet software & services,"Greylock Partners, Thrive Capital",2004,0.59,Series E,7
Link AI95,6.35,2013-08-08,United States,Palo Alto,Artificial intelligence,"Alibaba Group, Khosla Ventures, Y Combinator, Google Ventures",2002,0.757,Series D,15
Waveio,15.61,2013-07-28,United Kingdom,Oxford,Artificial intelligence,"Tiger Global Management, Lightspeed Venture Partners, New Enterprise Associates",2006,3.669,Series E,15
HealthPulse76,2.67,2013-07-21,China,Shenzhen,Artificial intelligence,Khosla Ventures,2010,0.733,Series D,13
Dataly95,2.08,2013-07-21,India,New Delhi,Artificial intelligence,Khosla Ventures,2008,1.033,Private Equity,1
HealthSpace99,1.95,2013-07-13,United Kingdom,Oxford,Artificial intelligence,"Khosla Ventures, Benchmark, SoftBank Group",2009,0.787,Pre-IPO,10
Techify97,12.05,2013-06-28,United States,Austin,E-commerce & direct-to-consumer,"Andreessen Horowitz, Accel, Index Ventures, Sequoia Capital",2007,4.249,Pre-IPO,11
AeroLink89,3.63,2013-06-24,United States,Chicago,Auto & transportation,"Founders Fund, Thrive Capital, Andreessen Horowitz",2009,0.543,Series D,7
Meta Solutions25,4.8,2013-06-22,United States,Chicago,Fintech,Google Ventures,2007,2.029,Series C,4
Bioly,2.96,2013-06-13,United States,Los Angeles,Fintech,"Alibaba Group, Greylock Partners, Index Ventures",2006,1.022,Series C,11
Novaly,2.75,2013-06-06,United States,Austin,Fintech,"Insight Partners, Sequoia Capital, Khosla Ventures",2010,0.911,Series D,6
Aeroify20,2.9,2013-05-25,France,Paris,E-commerce & direct-to-consumer,"Benchmark, Insight Partners, Coatue Management",2010,0.744,Series E,7
HealthCore41,2.07,2013-05-23,France,Paris,Cybersecurity,Index Ventures,2010,0.816,Series D,7
NexGrid88,2.32,2013-05-23,Indonesia,Jakarta,Auto & transportation,"Tencent Holdings, Coatue Management, Sequoia Capital, Accel",2008,0.992,Series D,11
Vertex Technologies,1.92,2013-05-20,United States,San Francisco,Auto & transportation,DST Global,2004,0.519,Series E,4
AeroStream78,1.4,2013-05-19,Brazil,Curitiba,Cybersecurity,"Coatue Management, Tiger Global Management, Benchmark",2008,0.638,Series C,11
Streamly33,1.24,2013-05-01,United States,Chicago,Health,"Sequoia Capital, Khosla Ventures, Bessemer Venture Partners, Index Ventures",2005,0.316,Series E,10
Autoify38,5.81,2013-04-22,United States,Austin,Internet software & services,"Bessemer Venture Partners, Thrive Capital",2001,0.606,Series E,14
HealthPulse23,1.2,2013-04-15,China,Guangzhou,"Supply chain, logistics, & delivery","Tencent Holdings, Accel",2004,0.177,Series F,15
Nova AI60,28.52,2013-04-14,United Kingdom,Oxford,Other,"Greylock Partners, Google Ventures, Y Combinator",2005,6.264,Series D,10
DataForge51,1.94,2013-04-12,India,New Delhi,E-commerce & direct-to-consumer,"Tencent Holdings, DST Global, Sequoia Capital, Google Ventures",2004,0.857,Series E,13
Forgeio36,2.57,2013-04-06,South Korea,Seoul,"Supply chain, logistics, & delivery","Coatue Management, Index Ventures, Sequoia Capital, Lightspeed Venture Partners",2005,0.609,Pre-IPO,10
Pulse AI,2.35,2013-04-02,United States,Austin,Internet software & services,"Bessemer Venture Partners, Y Combinator, Kleiner Perkins Caufield & Byers, Tiger Global Management",2007,0.641,Series D,16
Mind Networks,1.75,2013-03-24,India,Pune,Fintech,"Lightspeed Venture Partners, Index Ventures, Khosla Ventures, Tencent Holdings",2003,0.815,Series E,17
NovaLink14,1.36,2013-03-19,China,Guangzhou,Fintech,"SoftBank Group, DST Global",2007,0.464,Series B,12
Meta Hub86,1.21,2013-03-18,Brazil,Sao Paulo,Internet software & services,Founders Fund,2010,0.345,Series D,7
Stream Networks99,1.8,2013-03-13,Germany,Berlin,E-commerce & direct-to-consumer,"Founders Fund, Bessemer Venture Partners, DST Global",2007,0.686,Pre-IPO,18
NovaMind,9.26,2013-03-07,United States,Austin,E-commerce & direct-to-consumer,"Accel, DST Global, Khosla Ventures",2003,2.287,Pre-IPO,11
Stream Dynamics13,1.21,2013-03-07,United States,San Francisco,Internet software & services,"Google Ventures, Andreessen Horowitz, SoftBank Group, Index Ventures",2004,0.355,Series D,9
Finify,1.92,2013-03-07,United States,Boston,Cybersecurity,"Lightspeed Venture Partners, DST Global, Thrive Capital",2003,0.305,Series C,12
Space Solutions9,1.52,2013-03-01,United Kingdom,Cambridge,Data management & analytics,"DST Global, Tencent Holdings, Lightspeed Venture Partners",2008,0.241,Series C,4
